34,19,73,98,32,23,62,49,1,26,15,81,10,20,57,1,57,41,96,73,103,17,84,94,100,38,6,95,3,74,46,93,49,44,50,68,64,75,10,33,93,91,102,73,5,10,23,54,78,69,73,49,64,76,79,27,92,86,3,73,14,7,54,26,44,92,47,43,108,34,30,47,105,106,100,14,77,44,106,64,50,108,7,5,39,95,103,32,65,21,89,99,47,37,39,66,62,52,22,35,104,25,19,25,4,70,92,16,85,77,102,100,85,94,37,28,15,39,2,46,79,18,96,24,103,36,31,36,63,12,94,103,2,63,93,91,46,107,23,95,56,33,103,84,87,100,51,95,77,65,15,107,14,26,29,104,79,9,11,82,108,53,89,30,105,23,42,104,105,93,8,60,43,49,32,13,30,52,16,84,6,18,52,87,83,68,93,27,60,29,98,83,68,94,43,85,43,98,40,56,1,104,60,24,100,91,103,9,57,59,37,9,74,85,19,14,51,49,25,96,46,90,53,18,85,109,79,31,69,39,15,91,5,93,65,68,103,14,54,8,58,57,48,36,57,67,79,19,65,30,44,59,62,89,103,77,22,77,61,107,36,15,98,61,98,85,41,93,72,19,44,51,96,72,49,5,23,53,23,65,68,37,61,47,54,28,105,60,88,54,60,47,106,70,93,48,8,93,90,2,51,71,108,93,40,80,34,78,82,17,98,21,109,69,21,39,83,99,66,50,89,44,30,107,27,96,18,55,102,102,46,70,27,15,55,48,35,30,6,22,76,50,61,47,13,31,27,90,65,33,105,31,75,53,49,3,28,37,32,27,27,67,53,40,26,30,58,5,2,94,27,100,106,48,8,48,42,72,6,70,37,76,102,14,21,44,95,42,53,12,41,48,12,37,14,45,50,59,40,38
60,95,101,97,6,98,70,37,62,8,92,8,48,17,45,60,80,96,45,104,3,62,64,92,25,28,37,65,56,86,44,48,58,23,61,16,41,67,20,87,69,104,44,47,23,76,5,88,78,44,52,75,40,42,84,18,37,78,53,35,52,56,69,19,48,109,105,63,40,66,37,107,59,27,6,37,14,38,79,23,80,63,30,87,70,16,59,38,79,40,23,44,31,41,93,49,13,15,11,106,66,67,104,44,101,9,94,9,27,70,32,25,77,88,92,4,107,50,26,25,105,41,72,106,92,27,53,64,33,8,55,57,78,11,96,91,105,7,93,83,39,47,45,14,57,56,26,60,47,74,27,66,42,62,61,60,2,44,70,80,35,82,30,51,88,107,19,95,11,58,19,74,68,45,66,56,33,91,97,49,82,72,50,101,107,54,13,54,51,1,14,98,81,65,14,79,34,105,102,82,1,56,95,92,109,86,88,67,4,99,27,63,57,81,43,86,44,9,86,26,78,52,74,54,78,7,4,31,7,55,20,107,42,57,42,102,11,100,48,46,70,8,66,1,30,37,37,76,60,68,59,49,46,91,19,50,6,22,3,34,59,60,106,94,44,32,105,50,17,76,65,89,55,101,109,90,54,40,14,85,2,4,35,92,11,23,35,106,69,107,1,23,26,3,105,51,20,75,41,13,10,91,53,43,15,87,100,94,78,18,10,85,58,97,25,22,54,22,51,29,32,49,20,47,43,57,31,60,98,16,61,94,69,66,86,94,47,83,37,4,80,6,12,1,92,34,30,69,101,60,58,46,75,58,36,18,97,2,12,10,109,16,8,43,22,46,12,5,48,104,84,72,82,61,45,8,53,77,20,58,21,74,2,63,76,80,98,61,29,102,72,53,70,6,50,78,90,67,102,107
86,53,80,52,17,103,107,12,87,74,44,61,109,22,22,52,7,95,108,96,108,25,20,46,31,55,8,55,90,6,67,58,77,62,84,21,2,58,49,44,54,70,66,20,80,6,27,103,1,26,7,58,78,73,58,31,1,3,15,16,66,78,62,34,16,21,102,60,23,99,6,50,78,105,58,60,40,21,94,67,95,11,41,6,44,97,47,10,88,101,84,37,96,21,48,29,46,61,38,62,43,107,66,52,102,87,44,85,66,7,25,28,35,65,29,80,19,14,23,77,87,40,3,80,51,109,29,18,9,98,38,48,103,92,42,21,34,47,33,16,37,33,44,36,73,104,96,3,54,57,23,7,25,42,103,100,105,51,22,36,65,109,16,64,2,52,68,25,9,37,93,39,11,33,45,69,105,11,23,90,8,28,108,62,38,55,33,47,4,15,66,28,30,14,78,54,2,92,12,31,89,5,23,50,86,28,72,41,89,109,67,46,20,64,108,62,4,51,58,66,87,90,28,58,36,34,27,30,17,2,67,15,18,101,25,99,53,79,43,101,49,12,89,107,41,5,50,84,107,14,65,23,99,34,101,4,69,85,62,26,14,95,84,59,48,22,38,81,30,12,39,66,53,24,9,106,46,94,101,43,26,63,7,60,1,20,3,38,103,69,78,95,46,22,104,46,73,101,21,85,68,60,100,41,37,105,42,95,29,27,95,97,53,39,39,98,22,3,7,11,79,64,68,30,19,75,41,95,6,21,98,91,3,40,49,53,1,49,36,23,94,85,16,30,75,3,108,71,95,13,90,102,7,97,27,107,76,51,81,90,81,104,102,15,63,15,45,60,6,43,61,28,27,83,73,75,55,96,107,80,101,11,83,97,35,66,9,72,30,45,60,28,51,74,46,16,36,10,96,46
19,90,90,73,3,106,80,11,2,40,42,72,66,60,67,69,58,14,37,16,98,70,105,105,21,81,105,4,103,65,26,95,84,25,19,31,43,56,77,59,91,74,18,99,92,88,61,59,64,46,75,48,2,84,25,3,70,63,16,103,21,16,100,47,72,84,66,64,24,63,87,97,57,65,47,109,47,100,65,56,73,66,15,43,17,65,2,22,70,36,11,39,4,61,60,6,84,7,22,104,26,3,109,54,1,63,4,30,47,34,49,70,9,19,20,40,39,26,93,55,38,32,15,102,11,109,88,109,29,61,18,55,63,13,22,41,17,75,2,74,76,81,90,15,50,61,101,69,42,94,56,30,25,81,39,40,58,50,56,9,59,21,43,52,108,16,48,10,20,53,68,66,104,100,14,4,88,85,38,91,34,106,62,72,87,7,27,97,51,69,40,30,59,68,4,23,84,28,8,5,37,63,98,75,88,60,83,83,95,103,92,6,48,29,55,61,37,35,19,96,80,28,26,75,9,15,86,2,56,64,83,72,46,54,48,14,28,17,63,87,45,30,101,109,54,34,18,83,28,5,48,52,105,61,84,62,77,74,101,40,43,60,74,93,105,63,60,31,65,7,46,44,40,57,56,11,43,14,100,105,48,41,109,19,30,41,83,67,18,52,71,68,42,83,54,84,42,50,62,73,88,26,34,80,72,41,12,73,75,75,30,35,54,105,88,36,46,56,45,83,109,6,100,70,89,88,19,80,4,82,80,78,95,45,57,90,56,26,31,105,19,103,94,101,99,61,50,103,61,96,104,65,73,54,16,48,85,79,81,17,22,90,47,19,103,109,30,99,73,16,44,25,106,103,11,27,11,50,91,52,82,77,62,41,17,54,69,70,35,108,45,39,62,81,70,97,33,32,84,25
55,47,71,72,62,93,51,14,22,6,42,46,105,31,109,57,80,78,73,41,75,64,21,38,49,81,5,99,46,71,80,6,57,8,82,78,79,55,84,14,108,104,35,27,97,30,78,32,104,71,43,91,105,88,96,27,69,30,39,96,7,81,108,71,91,103,91,93,19,64,4,89,105,51,42,17,48,84,34,79,12,98,42,60,106,81,99,9,6,33,27,76,14,86,104,2,3,23,31,20,93,106,41,95,38,43,82,103,25,61,107,69,109,76,33,22,1,27,62,54,37,80,85,104,41,11,44,64,60,14,6,4,34,8,10,84,62,73,3,63,28,6,14,37,12,1,38,23,105,77,22,96,57,77,82,12,24,71,102,43,13,11,72,40,45,63,77,2,46,15,49,9,76,45,90,24,26,52,13,78,58,85,80,81,108,64,53,22,72,107,104,91,37,86,101,51,52,47,38,37,75,67,72,9,20,9,92,13,40,80,102,12,71,68,93,66,48,44,33,21,94,3,74,22,96,68,101,2,16,34,15,94,17,100,67,98,42,55,30,10,12,15,100,69,30,49,62,14,23,72,95,35,83,81,65,50,108,52,49,60,49,97,57,33,42,40,75,82,33,86,92,105,42,103,2,71,37,96,86,51,16,103,66,92,26,49,90,86,38,94,37,17,32,31,30,58,35,81,62,58,33,58,76,3,56,69,77,93,15,7,59,58,94,55,101,75,43,54,41,55,84,98,35,81,96,79,2,23,16,50,54,53,89,80,11,12,81,5,28,38,75,45,16,48,59,8,2,104,62,41,40,46,55,2,105,98,1,102,36,30,65,5,75,46,34,108,14,71,28,32,95,103,42,93,102,15,69,58,88,93,45,66,75,87,49,85,47,38,60,90,32,65,101,81,72,76,89,8,58,62
17,22,40,86,94,51,88,96,67,103,101,6,32,38,60,42,26,70,86,79,103,105,61,15,53,18,62,4,78,17,90,38,106,11,98,33,94,71,108,39,90,106,10,86,81,79,52,88,45,104,102,42,70,41,39,36,69,109,52,15,59,72,66,84,5,28,104,81,61,84,86,3,33,8,31,69,24,63,18,77,9,49,100,64,78,23,90,7,32,94,15,97,7,107,90,69,66,109,85,1,98,18,16,39,66,79,34,107,97,60,90,79,70,60,36,41,48,64,56,94,88,30,31,54,41,26,61,98,71,75,55,91,14,21,25,40,34,53,36,68,78,50,105,90,41,104,36,63,73,26,26,99,32,70,41,18,7,70,101,34,49,29,45,20,45,24,23,56,94,105,5,2,50,25,53,53,51,77,82,24,94,90,95,45,4,84,12,23,82,2,58,67,42,66,26,62,61,75,28,32,3,54,57,90,26,86,17,35,45,102,36,48,86,97,25,98,67,9,48,64,80,105,23,59,10,41,18,97,6,46,54,39,19,47,106,39,41,19,75,87,107,30,54,101,83,92,79,73,34,101,33,103,13,54,73,7,81,92,78,38,92,87,83,24,28,108,75,108,91,25,88,75,53,48,25,1,27,28,32,13,5,73,108,68,16,88,55,38,57,55,62,79,68,39,78,21,39,57,35,35,103,96,54,47,54,58,53,51,37,95,26,90,10,86,34,104,56,57,100,7,60,37,107,10,67,53,4,73,59,62,59,3,100,80,62,93,13,47,42,68,76,51,57,46,69,77,44,50,94,54,33,10,33,1,29,16,13,10,6,105,54,82,71,103,79,21,17,22,107,79,108,45,60,99,51,59,94,104,31,95,24,81,99,7,22,11,92,75,76,13,41,58,87,59,104,13,76,9,1,27
107,56,43,5,98,90,43,73,9,97,20,87,68,53,1,66,50,99,91,31,109,25,54,32,35,104,44,56,71,73,38,48,41,24,93,48,57,89,45,24,40,9,79,1,78,85,79,68,22,18,65,101,96,26,42,14,10,90,31,32,55,60,107,41,98,46,83,62,108,74,10,50,19,10,72,69,86,45,25,72,7,33,102,37,64,28,7,2,11,41,91,61,56,20,16,53,26,81,22,39,5,56,23,81,83,105,69,37,2,81,34,30,106,106,14,69,78,63,102,27,72,80,75,3,78,88,13,15,46,12,77,42,36,52,76,59,27,91,4,9,18,53,14,89,106,74,86,20,48,42,91,26,45,28,92,21,76,4,48,97,91,105,37,98,77,90,19,95,64,77,44,29,63,92,93,60,26,102,67,67,65,67,52,58,57,22,77,81,100,4,99,66,93,108,90,80,41,83,105,93,64,88,66,73,58,2,77,56,98,38,40,98,1,10,23,36,71,108,52,42,80,91,16,51,27,29,45,80,20,28,74,32,70,95,12,49,60,40,102,18,55,81,16,25,62,83,40,66,10,68,51,75,7,42,21,77,85,5,39,32,44,20,19,20,79,1,11,59,28,21,33,4,101,62,37,81,87,10,79,89,31,49,96,72,46,47,29,31,74,102,95,99,16,86,49,52,7,8,67,6,56,94,47,33,20,21,25,57,101,86,4,67,34,11,70,31,68,1,67,11,22,105,87,32,45,25,45,43,98,23,100,39,54,105,92,71,78,13,103,79,32,81,108,14,95,32,8,20,83,68,61,80,13,36,70,89,9,105,66,5,19,91,89,47,108,41,21,92,93,81,22,3,82,40,9,90,24,21,86,108,9,60,87,61,104,54,6,87,4,50,5,104,78,47,39,39,92,91,75,42
92,7,57,77,57,33,6,27,62,28,72,109,28,73,64,63,101,56,15,13,100,67,54,100,81,53,84,58,12,19,61,96,52,89,67,38,108,61,82,21,101,43,51,104,25,62,25,67,45,84,99,73,41,82,27,90,45,101,32,91,62,81,52,48,5,37,26,47,60,92,49,57,39,60,21,77,32,83,97,19,6,78,21,58,73,34,101,90,10,50,22,14,103,63,47,68,8,59,36,95,96,38,34,4,13,88,17,49,42,79,88,93,28,39,30,29,66,60,45,7,43,7,88,11,89,109,107,8,109,52,80,64,62,90,88,82,35,82,106,79,58,89,62,86,43,12,89,60,44,26,100,38,41,99,104,101,37,70,73,108,81,41,71,5,104,15,59,31,73,97,108,87,3,13,57,69,109,19,107,40,16,11,12,109,38,47,52,67,66,19,5,99,76,27,25,50,5,96,41,35,84,89,49,83,107,68,91,23,27,6,17,66,92,33,19,28,20,30,16,33,107,103,81,26,75,86,101,23,75,31,13,51,38,35,18,30,85,54,91,34,12,79,20,67,74,61,51,104,6,53,34,67,64,82,7,51,49,18,93,94,22,75,20,89,45,12,82,99,90,34,63,69,48,82,93,7,79,8,61,66,35,93,13,42,98,40,2,18,53,34,71,10,49,60,32,32,69,43,2,39,4,45,103,62,61,35,59,64,80,81,20,28,34,19,28,55,15,51,33,67,3,94,45,25,11,42,83,36,82,29,8,62,60,43,108,100,60,13,17,104,86,105,100,31,89,51,96,48,48,16,93,92,19,74,68,25,5,17,6,96,100,20,19,95,77,26,13,50,23,78,7,43,65,35,18,60,11,44,68,94,38,46,52,76,8,100,38,3,69,77,61,7,35,35,66,43,9,35,98,40
5,81,60,107,104,50,93,35,37,87,36,10,73,55,18,63,31,93,96,104,77,89,15,66,107,45,25,44,22,76,90,23,19,38,54,108,104,109,79,84,13,44,31,17,6,9,94,41,31,6,88,14,87,55,68,65,54,32,81,95,108,1,15,78,11,25,53,12,38,66,61,83,3,5,69,68,91,50,12,80,106,18,89,28,105,9,73,14,28,70,25,34,22,36,54,28,39,25,92,64,103,35,19,16,104,88,50,77,64,11,23,35,47,26,8,50,45,18,82,103,15,91,96,69,56,46,29,90,18,8,62,27,60,85,76,28,25,24,17,53,74,96,56,63,37,67,57,4,47,30,53,82,100,59,60,90,102,25,83,99,3,69,18,27,26,51,107,10,26,102,13,27,11,98,72,88,72,90,35,71,57,64,19,87,96,11,42,64,45,70,53,26,67,2,51,60,29,65,107,60,105,48,97,80,44,98,8,50,39,25,68,36,97,25,73,35,95,37,12,37,37,28,81,51,25,37,95,34,8,90,86,53,32,105,18,94,10,89,44,106,78,7,19,62,48,107,95,96,56,80,13,30,68,100,82,69,28,40,93,12,26,61,54,95,101,19,7,77,71,68,48,3,79,105,35,15,67,9,57,47,38,13,25,24,67,29,65,67,59,25,17,54,75,64,85,97,33,26,16,1,40,66,77,30,50,14,34,56,74,39,11,24,87,16,70,56,72,92,81,55,105,82,12,8,8,28,37,19,12,10,96,104,43,59,15,67,71,55,64,81,28,35,104,94,105,3,33,92,60,59,4,50,64,66,98,79,91,95,8,65,74,84,109,104,78,23,51,51,107,79,73,105,61,36,20,84,1,78,89,55,10,75,13,27,39,48,82,54,97,54,106,66,24,45,100,49,53,49,82,24
76,68,59,4,38,49,40,63,95,13,2,71,73,32,23,101,49,74,35,13,8,98,70,69,14,100,46,5,50,21,76,105,68,103,54,44,100,48,82,95,49,92,105,75,50,10,35,4,2,16,78,45,94,44,16,89,42,49,28,90,10,58,6,88,103,29,81,66,69,81,85,57,47,13,9,47,26,83,10,29,74,76,37,61,94,89,73,27,37,67,39,43,81,81,14,27,62,3,108,33,16,95,103,26,80,55,18,8,107,106,74,1,39,34,32,24,9,88,13,38,17,69,16,41,4,33,46,30,91,82,30,81,1,93,67,71,75,106,93,32,96,54,13,2,35,33,17,11,100,40,81,98,90,100,12,78,61,85,84,89,82,52,31,21,19,44,28,27,38,64,41,51,11,81,103,51,18,105,107,46,10,59,59,9,105,38,29,92,63,58,23,77,15,15,78,10,77,38,102,63,104,66,87,70,76,56,71,68,70,78,73,54,2,105,43,103,98,49,74,34,67,91,12,99,82,18,35,84,41,94,75,106,65,80,21,31,76,50,62,13,72,41,25,95,69,65,37,107,96,63,8,93,99,43,56,19,26,15,76,108,75,64,90,84,50,3,91,85,45,60,95,53,17,97,32,18,53,50,47,54,28,105,92,76,9,105,83,22,49,68,82,82,101,101,40,5,90,53,81,90,15,51,24,34,44,61,69,39,30,95,85,9,15,44,28,61,38,107,56,44,44,86,32,2,79,69,100,65,98,55,80,96,9,103,17,73,45,99,71,16,18,16,14,60,49,98,79,24,86,52,66,97,35,88,20,3,27,36,4,101,88,73,40,108,28,106,34,48,80,59,19,104,97,34,22,8,41,51,58,9,3,48,78,55,77,44,61,4,77,37,43,54,92,77,44,74,2,87,101,85
